Localidad,Tipo de propiedad,Direccion,latitud,longitud
BARRIOS UNIDOS,EDIFICIO,CL70#15-07 CALLE 70 Bogota Colombia,4.657122,-74.0641143
BARRIOS UNIDOS,UNIDAD RESIDENCIAL,AC68#59-67 MODELO NORTE 2 Bogota Colombia,4.670179,-74.08232300000002
BARRIOS UNIDOS,CONJUNTO RESIDENCIAL,KR65B#65-63 PORTAL DE LOS PARQUES I Bogota Colombia,4.637961,-74.11417000000002
BARRIOS UNIDOS,EDIFICIO,KR20#63A-46 HELENA MARIA Bogota Colombia,4.710988599999999,-74.072092
BARRIOS UNIDOS,CONJUNTO RESIDENCIAL,CL64A#57-23 PARQUE CENTRAL SALITRE ETAPA IV Bogota Colombia,4.6641039,-74.08350899999999
BARRIOS UNIDOS,CONJUNTO RESIDENCIAL,KR60#79B-04  ENTRE RIOS UNIDAD UNO  Bogota Colombia,4.6772661,-74.0762926
BARRIOS UNIDOS,CENTRO,AC80#21-02  RESIDENCIAL EL LAGO Bogota Colombia,4.6670738,-74.0581863
BARRIOS UNIDOS,EDIFICIO,CL72A#20A-15  CAMACHO  Bogota Colombia,4.5670791,-74.0788215
BARRIOS UNIDOS,EDIFICIO,KR46#91-46 PASEO LA CASTELLANA Bogota Colombia,4.6822517,-74.0594572
BARRIOS UNIDOS,CONJUNTO RESIDENCIAL,KR61A#94-75 ANDES RESERVADO 4 Bogota Colombia,4.684360499999999,-74.06937309999999
BARRIOS UNIDOS,AGRUPACIÓN,KR66#79A-30 METROPOLIS UNIDAD DOS Bogota Colombia,4.6814763,-74.0796264
BARRIOS UNIDOS,EDIFICIO,CL63#23-40 URAPANES Bogota Colombia,4.506509,-74.1051122
BARRIOS UNIDOS,CONJUNTO RESIDENCIAL,KR50B#64-43 CAMINO DEL VIENTO ETAPA 2 Bogota Colombia,4.6605814,-74.0807789
BARRIOS UNIDOS,CONJUNTO RESIDENCIAL,KR58#80-25 ENTRE RIOS UNIDAD 8  Bogota Colombia,4.679119,-74.073869
BARRIOS UNIDOS,EDIFICIO,CL73#62-68 METROPOLIS 73 Bogota Colombia,4.6836948,-74.0896645
BARRIOS UNIDOS,EDIFICIO,CL65A#45A-29IN2IN4 1C Bogota Colombia,4.5835169,-74.1275533
BARRIOS UNIDOS,CONJUNTO MULTIFAMILIAR,KR32#91A-90 EL VERGEL Bogota Colombia,4.6524133,-74.1320705
BARRIOS UNIDOS,EDIFICIO,KR62#99-87 ARBOLEDA 100 Bogota Colombia,4.689201199999999,-74.06744309999999
BARRIOS UNIDOS,EDIFICIO,KR15#68-31 TORRES DE LA 68 Bogota Colombia,4.6560576,-74.06458479999999
BARRIOS UNIDOS,EDIFICIO,CL77#29B-32 LEOS Bogota Colombia,4.6704747,-74.069211
BARRIOS UNIDOS,CONJUNTO MULTIFAMILIAR,CL86#49A-51 SAN MARTIN Bogota Colombia,4.675604,-74.0658438
BARRIOS UNIDOS,EDIFICIO,CL94#43B-39 PARQUE DE LOS ANDES Bogota Colombia,4.683707699999999,-74.07064439999999
BARRIOS UNIDOS,CONJUNTO RESIDENCIAL,TV24#80-44 POLO REAL Bogota Colombia,4.6708512,-74.0629095
BARRIOS UNIDOS,EDIFICIO MULTIFAMILIAR,KR61#78-39 SAN SIMON SETENTA Y OCHO Bogota Colombia,4.710988599999999,-74.072092
BARRIOS UNIDOS,EDIFICIO,AK68#67F-64 J VARGAS  Bogota Colombia,4.674307,-74.0876508
BARRIOS UNIDOS,EDIFICIO,KR23#72A-63 SAN FELIPE Bogota Colombia,4.6631063,-74.06613159999999
BARRIOS UNIDOS,AGRUPACIÓN DE VIVIENDA,CL78#56-44 METROPOLIS UNIDAD 13 Bogota Colombia,4.680934800000001,-74.0810493
BARRIOS UNIDOS,EDIFICIO,CL66#50-47 TERRANOVA III Bogota Colombia,4.710988599999999,-74.072092
BARRIOS UNIDOS,EDIFICIO,KR65#67-13 PARMENIO Bogota Colombia,4.6709618,-74.0864474
BARRIOS UNIDOS,EDIFICIO,CL77#64-25 KAYROS Bogota Colombia,4.678300399999999,-74.0800811
BARRIOS UNIDOS,EDIFICIO, Carrera 63 No. 98 B - 51 CALLE 100 Bogota Colombia,4.689121999999999,-74.0680859
BARRIOS UNIDOS,CONJUNTO RESIDENCIAL,CARRERA 50 B # 64 - 44 CAMINO DEL VIENTO ETAPA I Bogota Colombia,4.6599619,-74.07948859999999
BARRIOS UNIDOS,EDIFICIO MULTIFAMILIAR,KR20#80-10 LOS HEROES Bogota Colombia,4.710988599999999,-74.072092
BARRIOS UNIDOS,EDIFICIO,CL99#49-38 CENTUM Bogota Colombia,4.6874603,-74.0617796
BARRIOS UNIDOS,EDIFICIO,KR49#91-50 CASTELLANA PLAZA Bogota Colombia,4.6800473,-74.0618884
BARRIOS UNIDOS,AGRUPACIÓN DE VIVIENDA,CL75A#66-51 METROPOLIS UNIDAD DIECINUEVE Bogota Colombia,4.710988599999999,-74.072092
BARRIOS UNIDOS,EDIFICIO,CL65#19-81 ESQUINA 65 Bogota Colombia,4.6987161,-74.0933491
BARRIOS UNIDOS,EDIFICIO,KR49A#93-58 NEXUS LA CASTELLANA Bogota Colombia,4.6829035,-74.0621516
BARRIOS UNIDOS,EDIFICIO,KR14A#71A-59 CALLE 72 Bogota Colombia,4.6596622,-74.0627375
BARRIOS UNIDOS,AGRUPACIÓN DE VIVIENDA,CL80#54A-25 METROPOLIS UNIDAD DOCE 12 Bogota Colombia,4.710988599999999,-74.072092
BARRIOS UNIDOS,EDIFICIO,KR25#66-79 YALI Bogota Colombia,4.6016028,-74.0943384
BARRIOS UNIDOS,AGRUPACIÓN DE VIVIENDA,CL78#66-52 METROPOLIS UNIDAD 16 Bogota Colombia,4.6813045,-74.0811974
BARRIOS UNIDOS,EDIFICIO,KR63#90-42 PARQUE DE LOS ANDES  PROPIEDAD HORIZONTAL Bogota Colombia,4.683707699999999,-74.07064439999999
BARRIOS UNIDOS,EDIFICIO MULTIFAMILIAR,CL74A#65B-50 ARCANO Bogota Colombia,4.677357499999999,-74.0827065
BARRIOS UNIDOS,EDIFICIO,KR49#99-23 CASTELLANA TOWER 100 Bogota Colombia,4.6873964,-74.0610578
BARRIOS UNIDOS,AGRUPACIÓN DE VIVIENDA,CL79A#66-66 METROPOLIS UNIDAD 14 Bogota Colombia,4.682123799999999,-74.0800062
BARRIOS UNIDOS,EDIFICIO,KR65B#75-62 APOLO 94 Bogota Colombia,4.7380362,-74.0964071
BARRIOS UNIDOS,EDIFICIO,CL99#48-06 QUIRON Bogota Colombia,4.6867687,-74.0599
BARRIOS UNIDOS,EDIFICIO,CL77#29-51 ESTRELLA DE OCCIDENTE Bogota Colombia,4.710988599999999,-74.072092
BARRIOS UNIDOS,EDIFICIO,KR20#80-57 VIVIENDAS GUADALUPE Bogota Colombia,4.591944,-74.054444
BARRIOS UNIDOS,EDIFICIO,CL96#47-21 LA  CASTELLANA  Bogota Colombia,4.6848629,-74.0602339
BARRIOS UNIDOS,CONJUNTO RESIDENCIAL,AK24#87-15 CINCO ESTRELLAS  Bogota Colombia,4.675555,-74.062749
BARRIOS UNIDOS,EDIFICIO,CL65#30-38 VIA 30 Bogota Colombia,4.661258399999999,-74.0776412
BARRIOS UNIDOS,EDIFICIO,KR62#99-80 PATTY II Bogota Colombia,4.7330311,-74.028661
BARRIOS UNIDOS,EDIFICIO,CL73#20-22 DERBY Bogota Colombia,4.6836948,-74.0896645
BARRIOS UNIDOS,CENTRO COMERCIAL,TV55#98A-66 ISERRA 100 Bogota Colombia,4.6879661,-74.0645465
BARRIOS UNIDOS,EDIFICIO,CL75#65B-35 SAN FERNANDO Bogota Colombia,4.6777481,-74.0824102
BARRIOS UNIDOS,CONJUNTO RESIDENCIAL,KR58#80-45 ENTRE RIOS UNIDAD NUEVA 9  PROPIEDAD HORIZONTAL  Bogota Colombia,4.6794038,-74.0736128
BARRIOS UNIDOS,EDIFICIO,KR66#75A-90 ACROPOLIS Bogota Colombia,4.6789552,-74.08185379999999
BARRIOS UNIDOS,EDIFICIO,CL67#30-29 MORELLA Bogota Colombia,4.6699,-74.0851077
BARRIOS UNIDOS,EDIFICIO,KR36A#63C-70 CENTRAL PARK Bogota Colombia,4.655006999999999,-74.0797106
BARRIOS UNIDOS,EDIFICIO,KR49A#94-72 EMPRESARIAL CASTELLANA 94 Bogota Colombia,4.6829035,-74.0621516
BARRIOS UNIDOS,EDIFICIO,KR65#97-40 BALCONES DE SAN PEDRO Bogota Colombia,4.6885229,-74.0695719
BARRIOS UNIDOS,EDIFICIO,CL94A#47-80 RONDEROS PINZON Bogota Colombia,4.665751,-74.054294
BARRIOS UNIDOS,UNIDAD RESIDENCIAL,AC20#83A-25  COLPATRIA Bogota Colombia,4.6261371,-74.0998391
BARRIOS UNIDOS,CONDOMINIO,KR24#80-80 PORTAL DEL POLO Bogota Colombia,4.6700576,-74.0631921
BARRIOS UNIDOS,CONJUNTO RESIDENCIAL,KR45A#65-11 EL RINCON DEL SALITRE UIC Bogota Colombia,4.6637355,-74.0821496
BARRIOS UNIDOS,CONJUNTO RESIDENCIAL,KR67#94A-78 VIZCAYA 1 Y 2 ETAPA Bogota Colombia,4.6860513,-74.07224649999999
BARRIOS UNIDOS,EDIFICIO,KR50B#64A-18 EMAR  Bogota Colombia,4.6608086,-74.07976239999999
BARRIOS UNIDOS,EDIFICIO,KR60D#99-56 ANGEL MARIA Bogota Colombia,4.6852684,-74.0665393
BARRIOS UNIDOS,EDIFICIO,CL71#14-12 EL CARACOL Bogota Colombia,4.6490121,-74.0641144
BARRIOS UNIDOS,EDIFICIO,KR49B#91-67 LAURA VICTORIA Bogota Colombia,4.6803539,-74.06322829999999
BARRIOS UNIDOS,EDIFICIO,KR46#91-64 PARARELA 91 Bogota Colombia,4.6796421,-74.05954779999999
BARRIOS UNIDOS,EDIFICIO,CL67F#65A-74 MIRADOR DEL SALITRE Bogota Colombia,4.819851,-73.9355878
BARRIOS UNIDOS,EDIFICIO,KR21#82-83 BRASILIA Bogota Colombia,4.5851977,-74.1042646
BARRIOS UNIDOS,EDIFICIO,AV13#88-07 EL  VIRREY  SIETE Bogota Colombia,4.5024977,-74.1115165
BARRIOS UNIDOS,EDIFICIO,AK20#73-71 RESIDENCIAS SAN FELIPE Bogota Colombia,4.6624531,-74.0614776
BARRIOS UNIDOS,EDIFICIO,KR23#63D-11 ESQUINA 63D Bogota Colombia,4.6543914,-74.0711783
BARRIOS UNIDOS,EDIFICIO,KR48#91-64 BALCONES DE LA CASTELLANA Bogota Colombia,4.679978999999999,-74.0613997
BARRIOS UNIDOS,EDIFICIO,CL64A#30-20 SAN MIGUEL 64 Bogota Colombia,4.6600513,-74.0779969
BARRIOS UNIDOS,CONJUNTO RESIDENCIAL,AC80#60-95 ENTRE RIOS UNIDAD TRES Bogota Colombia,4.6800256,-74.0758526
BARRIOS UNIDOS,EDIFICIO MULTIFAMILIAR,KR51#65-46 ELITE 65 Bogota Colombia,4.662586999999999,-74.07909819999999
BARRIOS UNIDOS,EDIFICIO,KR24#83A-14 EL POLO Bogota Colombia,4.6759394,-74.062095
BARRIOS UNIDOS,CONJUNTO RESIDENCIAL,AC80#58-84  ENTRE RIOS UNIDAD SEIS Bogota Colombia,4.6800256,-74.0758526
BARRIOS UNIDOS,CONJUNTO RESIDENCIAL,AC80#62-84 UNIDAD CUATRO Bogota Colombia,4.6364207,-74.1280333
BARRIOS UNIDOS,EDIFICIO,KR24#63D-70 UNIDAD DE PROFESIONALES SIETE DE AGOSTO Bogota Colombia,4.6544934,-74.0717851
BARRIOS UNIDOS,EDIFICIO,CL78A#61-45 SAN JOSE Bogota Colombia,4.6835702,-74.1306025
BARRIOS UNIDOS,EDIFICIO,CL83Bis#23-51 POLO CLUB Bogota Colombia,4.671347,-74.0636375
BARRIOS UNIDOS,CONJUNTO,DG86A#31-50 MULTIFAMILIAR EL POLO  Bogota Colombia,4.6752357,-74.06386499999999
BARRIOS UNIDOS,CONJUNTO RESIDENCIAL,KR54#64A-4555 PARQUE CENTRAL SALITRE ETAPAS I Y II PH Bogota Colombia,4.710988599999999,-74.072092
BARRIOS UNIDOS,EDIFICIO,KR47A#95-56 KING DAVID CASTELLANA Bogota Colombia,4.6845553,-74.0601966
BARRIOS UNIDOS,EDIFICIO RESIDENCIAL,CL70A#15-59AP EDIFICIO DYNASTY CALLE 70 Y 70 A Bogota Colombia,4.5708674,-74.1595699
BARRIOS UNIDOS,EDIFICIO,KR15#69-62 OMEGA Bogota Colombia,4.710988599999999,-74.072092
BARRIOS UNIDOS,EDIFICIO,KR19A#63C-28 BETANIA Bogota Colombia,4.710988599999999,-74.072092
BARRIOS UNIDOS,EDIFICIO,CL77#63-40 NAHARA Bogota Colombia,4.6710502,-74.0701142
BARRIOS UNIDOS,EDIFICIO MULTIFAMILIAR RESIDENCIAL,CL76#58-32EDMULTIFAMILIARVELCASSAI EDIFICIO MULTIFAMILIAR VELCASSA I Bogota Colombia,4.6754982,-74.07704939999999
BARRIOS UNIDOS,EDIFICIO,KR62#99-54 ANDES 99 Bogota Colombia,4.6888131,-74.0668881
BARRIOS UNIDOS,APARTAMENTOS,CL79#55A-22 EDIFICIO ANTARES  PROPIEDAD HORIZONTAL Bogota Colombia,4.6141434,-74.0686118
BARRIOS UNIDOS,CONJUNTO RESIDENCIAL,KR29#77-45 SIERRA LIMA Bogota Colombia,4.710988599999999,-74.072092
BARRIOS UNIDOS,EDIFICIO,CL67#50B-46 LA QUILLA Bogota Colombia,4.6634951,-74.077775
BARRIOS UNIDOS,EDIFICIO,KR23#63B-05 EQUILIBRIO I Bogota Colombia,4.652737999999999,-74.0714777
BARRIOS UNIDOS,EDIFICIO,KR22#82A-19IN1 EL RINCON DEL POLO Bogota Colombia,4.67054,-74.0618088
BARRIOS UNIDOS,EDIFICIO,KR46#93-93 AGRUPACION FAMILIAR JOSE LUIS  Bogota Colombia,4.723253,-74.0526723
BARRIOS UNIDOS,CONJUNTO RESIDENCIAL,KR56B#65-62 PORTAL DE LOS PARQUES II Bogota Colombia,4.6648336,-74.0817272
BARRIOS UNIDOS,EDIFICIO,KR49#94-18 CASTELLANA 94 Bogota Colombia,4.6828831,-74.0614574
BARRIOS UNIDOS,CONJUNTO RESIDENCIAL,KR67#97-02 CONJUNTO RESIDENCIAL VIZCAYA 2 Bogota Colombia,4.7828183,-74.1211566
BARRIOS UNIDOS,EDIFICIO,KR33#94-44 CASTELLANA 94 Bogota Colombia,4.6828831,-74.0614574
BARRIOS UNIDOS,EDIFICIO,KR57C#65A-16 EL RINCON DEL SALITRE Bogota Colombia,4.6656699,-74.0834277
BARRIOS UNIDOS,EDIFICIO,KR51#67A-18 BLAU Bogota Colombia,4.6643019,-74.0778867
BARRIOS UNIDOS,CONJUNTO,TV56A#74-30 CONJUNTO MULTIFAMILIAR DOCE DE OCTUBRE Bogota Colombia,4.672397399999999,-74.0757794
BARRIOS UNIDOS,AGRUPACIÓN DE VIVIENDA,KR66#76-46 METROPOLIS UNIDAD 6 Bogota Colombia,4.6799574,-74.08055200000001
BARRIOS UNIDOS,EDIFICIO RESIDENCIAL,CL88#22-68 EDIFICIO ARIEL OSSA Bogota Colombia,4.710988599999999,-74.072092
BARRIOS UNIDOS,EDIFICIO,KR47A#96-41AD BUSINESS POINT  Bogota Colombia,4.6851968,-74.0603114
BARRIOS UNIDOS,CONJUNTO,CL100#49-85CJ RESIDENCIAL ESCOCIA Bogota Colombia,4.6215186,-74.1852803
BARRIOS UNIDOS,AGRUPACIÓN DE VIVIENDA MULTIFAMILIAR,KR66#67D-05 EDICIO OTILIA Bogota Colombia,4.6742401,-74.0864524
BARRIOS UNIDOS,EDIFICIO,DG85A#33-87 WESTELL Bogota Colombia,4.6745113,-74.0654928
BARRIOS UNIDOS,EDIFICIO,KR23#83-41 BALCONES DEL POLO CLUB Bogota Colombia,4.671522899999999,-74.0625355
BARRIOS UNIDOS,COPROPIEDAD,KR23#63-77 EDIFICIO ROMA  Bogota Colombia,4.6305122,-74.0795943
BARRIOS UNIDOS,EDIFICIO RESIDENCIAL,KR24#63A-42 EDIFICIO ECHEVERRY I Bogota Colombia,4.6520977,-74.07221969999999
BARRIOS UNIDOS,MULTIFAMILIAR,KR65#79A-80 SIMON BOLIVAR Bogota Colombia,4.681335799999999,-74.0785058
BARRIOS UNIDOS,EDIFICIO,KR20B#75-20 PLAZA DE LOS HEROES  Bogota Colombia,4.6633947,-74.0624236
BARRIOS UNIDOS,UNIDAD RESIDENCIAL,CL100#49-83 EL FARO Bogota Colombia,4.6880226,-74.0624368
BARRIOS UNIDOS,EDIFICIO,KR45#93-95 BUSSINES CENTER  Bogota Colombia,4.6323412,-74.08770299999999
BARRIOS UNIDOS,EDIFICIO,CL66#30-12 EDIFICIO ZAYTON PROPIEDAD HORIZONTAL Bogota Colombia,4.6621118,-74.0773159
BARRIOS UNIDOS,EDIFICIO,CL94A#47-46 CASTELLANA Bogota Colombia,4.6830299,-74.060382
BARRIOS UNIDOS,EDIFICIO,CL83#22A-24 SEIS POLO CLUB  Bogota Colombia,4.67104,-74.062472
BARRIOS UNIDOS,UNIDAD RESIDENCIAL,TV30#82A-31 CENTRO COLOMBIA Bogota Colombia,4.6747996,-74.0645021
BARRIOS UNIDOS,EDIFICIO,KR23#63A-40 MARTHA LUCIA  Bogota Colombia,4.652286999999999,-74.0714823
BARRIOS UNIDOS,UNIDAD RESIDENCIAL,TV22#79-07 LAS MONJAS Bogota Colombia,4.6125963,-74.0787156
BARRIOS UNIDOS,EDIFICIO,KR63#98-46 ANDES PLAZA Bogota Colombia,4.710988599999999,-74.072092
BARRIOS UNIDOS,EDIFICIO,CL98A#51-72 ARIMETRIA PROPIEDAD HORIZONTAL Bogota Colombia,4.6868196,-74.0621372
BARRIOS UNIDOS,EDIFICIO MULTIFAMILIAR RESIDENCIAL,KR65B#75-54 TERRASOLE II METROPOLIS PH Bogota Colombia,4.6781926,-74.081996
BARRIOS UNIDOS,EDIFICIO,KR46#94-72 LA CASTELLANA Bogota Colombia,4.6822517,-74.0594572
BARRIOS UNIDOS,EDIFICIO,AC72#20-03 AVENIDAS Bogota Colombia,4.6781065,-74.0862785
BARRIOS UNIDOS,EDIFICIO MULTIFAMILIAR,CL79#62-27 ZEUS Bogota Colombia,4.692199,-74.0881337
BARRIOS UNIDOS,EDIFICIO,KR14A#71A-23 ALCAZAR  Bogota Colombia,4.6590775,-74.06271629999999
BARRIOS UNIDOS,CONJUNTO RESIDENCIAL,KR58#80-25 ENTRE RIOS UNIDAD 8 Bogota Colombia,4.679119,-74.073869
BARRIOS UNIDOS,EDIFICIO RESIDENCIAL,CL72A#64-63 SANTORINI 72 Bogota Colombia,36.3931562,25.4615092
BARRIOS UNIDOS,EDIFICIO,CL67F#66-25 EL TREBOL II Bogota Colombia,4.7010149,-74.1243169
BARRIOS UNIDOS,EDIFICIO,KR50A#65-59 LUCES DE SAN MIGUEL Bogota Colombia,4.6615326,-74.0785122
BARRIOS UNIDOS,EDIFICIO MULTIFAMILIAR,CL75ABis#57B-70 JUMEIRAH Bogota Colombia,4.6746003,-74.0771451
BARRIOS UNIDOS,EDIFICIO,KR46#91-85 RINCON DE LA CASTELLANA Bogota Colombia,4.6841332,-74.0620974
BARRIOS UNIDOS,EDIFICIO,CL63C#30-42 LULOS I  Bogota Colombia,4.614368499999999,-74.1093922
BOSA,CONJUNTO,CL50SUR#93D-38CJ PORVENIR RESERVADO 7 Bogota Colombia,4.6381692,-74.1835037
BOSA,CONJUNTO RESIDENCIAL,CL55SUR#104-48 ALAMEDA DEL PORVENIR PRIMERA ETAPA Bogota Colombia,4.643892399999999,-74.1944185
BOSA,CONJUNTO RESIDENCIAL,CL52SUR#98B-70 PORVENIR RESERVADO 2  Bogota Colombia,4.6414871,-74.18537479999999
BOSA,CONJUNTO RESIDENCIAL,CL49SUR#93D-39 PORVENIR RESERVADO 6 Bogota Colombia,4.6387086,-74.1820991
BOSA,CONJUNTO CERRADO,CL81SUR#96-24 CONJUNTO RESIDENCIAL SAUCO Bogota Colombia,4.629258,-74.20946889999999
BOSA,CONJUNTO RESIDENCIAL,KR88#54C-71SUR TANGARA ETAPA 2 Bogota Colombia,4.628366,-74.1846527
BOSA,PROYECTO,KR97#50B-62SURADADAD  TERRANOVA Bogota Colombia,4.6453051,-74.1760729
BOSA,AGRUPACIÓN,KR98B#73-15SUR AGRUPACION VILLAS DE VIZCAYA 9 Bogota Colombia,4.6350628,-74.2084957
BOSA,CONJUNTO RESIDENCIAL,AC77SUR#80J-45 PARQUE FLAMENCOS I Bogota Colombia,4.6713892,-74.10372989999999
BOSA,propiedad,CL54CSUR#100-75  VILLAS DEL PORVENIR I Bogota Colombia,4.6434056,-74.19124620000001
BOSA,CONJUNTO RESIDENCIAL,KR95A#54F-02SUR MANZANA 52 Bogota Colombia,4.637763,-74.188479
BOSA,CONJUNTO RESIDENCIAL,KR78K#73B-48SUR ALAMEDA DEL PARQUE SM 1 SL 3 ET 4 Bogota Colombia,4.710988599999999,-74.072092
BOSA,CONJUNTO MULTIFAMILIAR RESIDENCIAL,CL55SUR#82B-91 CONJUNTO CAMINO DE LAS AMERICAS Bogota Colombia,4.6214878,-74.1811049
BOSA,APARTAMENTOS,CL69S#102C-24 CIUDADELA LIBERTAD II ETAPA Bogota Colombia,4.6420332,-74.1950807
BOSA,AGRUPACIÓN DE VIVIENDA,DG49SUR#85-79 MADEIRO II Bogota Colombia,4.6249211,-74.17746989999999
BOSA,AGRUPACIÓN,KR98B#72-25SUR ANDALUCIA Bogota Colombia,4.5615164,-74.0754463
BOSA,CONJUNTO RESIDENCIAL CERRADO,CL56F#103-50SUR CONJUNTO RESIDENCIAL BICENTENARIO ETAPA 1 Bogota Colombia,4.6424668,-74.1952805
BOSA,CONJUNTO RESIDENCIAL,CL88SUR#88C-90 PARQUES DE BOGOTA GUAYACAN Bogota Colombia,4.6206248,-74.21190349999999
BOSA,CONJUNTO RESIDENCIAL,CL54FSUR#94-21 PORVENIR RESERVADO 12 Bogota Colombia,4.6363661,-74.1895685
BOSA,PROYECTO,KR92#74-46SUR OKAPI I Bogota Colombia,4.626265099999999,-74.2031208
BOSA,CONJUNTO RESIDENCIAL,KR85#59B-10SUR EL VERDERON 2 LOTE A Bogota Colombia,4.6175432,-74.1870493
BOSA,CONDOMINIO,CL49SUR#93D-91 BRISAS DE BOSA MANZANA 22 B Bogota Colombia,4.6396879,-74.18269959999999
BOSA,CONJUNTO,CL72SUR#95-17 DE USO MIXTO SENDEROS DEL RECREO 1 Bogota Colombia,4.630582,-74.20300569999999
BOSA,CONJUNTO RESIDENCIAL,CL50SUR#97C-23 PORVENIR RESERVADO CASAS II Bogota Colombia,4.6416796,-74.1858275
BOSA,CONJUNTO RESIDENCIAL,CL54FSUR#93C-45 CONJUNTO CONDADOS DEL PORVENIR Bogota Colombia,4.6351505,-74.1892475
BOSA,AGRUPACIÓN RESIDENCIAL,KR97C#72-51SUR ALAMEDA SANTA MONICA IV Bogota Colombia,4.6318294,-74.2039867
BOSA,CONJUNTO RESIDENCIAL,CL54CSUR#100-75 VILLAS DEL PORVENIR I Bogota Colombia,4.6434056,-74.19124620000001
BOSA,CONJUNTO RESIDENCIAL,CL49CSUR#93D-90 CONDOMINIO  BRISAS DE BOSA MANZANA 22A Bogota Colombia,4.639863,-74.1833266
BOSA,CONJUNTO RESIDENCIAL,DG73ASUR#78I-40AD ALAMEDA DEL  PARQUE ETAPA V FRANJA AZUL AGUA MARINA Bogota Colombia,4.5953886,-74.1980864
BOSA,CONJUNTO RESIDENCIAL,CL83SUR#91-70 PARQUES DE BOGOTA  ARRAYAN Bogota Colombia,4.6249478,-74.2090673
BOSA,CONJUNTO RESIDENCIAL,KR102#69-51SUR RECREO RESERVADO 1 Bogota Colombia,4.7019212,-74.1212924
BOSA,AGRUPACIÓN DE VIVIENDA,CL86ASUR#80K-40 PORTALES DE SAN JOSE DE BOSA Bogota Colombia,4.6145426,-74.21088019999999
BOSA,CONJUNTO,CL54CSUR#99A-41 VILLA KAREN II Bogota Colombia,4.640884499999999,-74.191014
BOSA,CONJUNTO RESIDENCIAL,KR85S#91-91 CONJUNTO RESIDENCIAL VALLE DEL SOL  Bogota Colombia,4.623560599999999,-74.2105591
BOSA,CONJUNTO RESIDENCIAL,CL56FSUR#99D-10 PITAGORAS Bogota Colombia,4.638274,-74.192092
BOSA,EDIFICIO, CARRERA 95 No. 65-49 SUR  MIRANDA APARTAMENTOS Bogota Colombia,4.6325029,-74.1987638
BOSA,PROYECTO,CL74ASUR#92-71  PARQUE RESIDENCIAL NUEVO RECREO ETAPA 3 Bogota Colombia,4.628097299999999,-74.20447659999999
BOSA,AGRUPACIÓN,KR98#73-85SUR   VILLAS DE VIZCAYA AGRUPACION 7  Bogota Colombia,4.6350628,-74.2084957
BOSA,AGRUPACIÓN,CL50SUR#93D-97 LOS CONDOMINIOS III DEL PORVENIR Bogota Colombia,4.637767,-74.18343709999999
BOSA,CONJUNTO RESIDENCIAL,DG73SUR#78I-70AD ALAMEDA DEL PARQUE 11 Bogota Colombia,4.710988599999999,-74.072092
BOSA,,CL3#3-3 PRUEBA 3 Bogota Colombia,4.6217992,-74.0760729
BOSA,CONJUNTO RESIDENCIAL,CL54C#98B-06SUR BRISAS DEL CANEY Bogota Colombia,4.6377472,-74.1890644
BOSA,CONJUNTO RESIDENCIAL,CL80BisSUR#94-75 PARQUES DE BOGOTA CAOBA Bogota Colombia,4.6276066,-74.2088441
BOSA,CONJUNTO RESIDENCIAL,CL65SUR#77M-04 ANDINO Bogota Colombia,4.600252999999999,-74.18151379999999
BOSA,CONJUNTO RESIDENCIAL,KR88I#52B-34SUR AMERICAS II Bogota Colombia,4.631413999999999,-74.183386
BOSA,CONJUNTO RESIDENCIAL,CL80BisSUR#91-48 PARQUES DE BOGOTA NOGAL Bogota Colombia,4.6245064,-74.2070621
BOSA,CONJUNTO RESIDENCIAL,KR94SUR#87-35 PARQUES DE BOGOTA BUGANVILLA Bogota Colombia,4.7006869,-74.1118736
BOSA,CONJUNTO RESIDENCIAL,CL54CSUR#98B-05 SENDEROS DE PAZ MANZANA 65 Bogota Colombia,4.6402908,-74.19050849999999
BOSA,CONJUNTO RESIDENCIAL,CL80BisSUR#94-80 PARQUES DE BOGOTA AVELLANA Bogota Colombia,4.6278749,-74.2086243
BOSA,CONJUNTO RESIDENCIAL,CL57ASUR#93C-51 CASA BELLA Bogota Colombia,4.6159636,-74.1785417
BOSA,PROYECTO,KR98#54D-18SUR CAMINOS DEL PORVENIR VII Bogota Colombia,4.638409,-74.19090899999999
BOSA,CONJUNTO RESIDENCIAL,CL80BisSUR#91-90 SENDEROS DE CAMPO VERDE Bogota Colombia,4.6258273,-74.2076721
BOSA,AGRUPACIÓN,CL65SUR#93D-46 ALICANTE 2 Bogota Colombia,4.6310968,-74.1974501
BOSA,CONJUNTO RESIDENCIAL,CL74SUR#83A-45 ALAMEDA DEL PARQUE SUPERMANZANA 2 SUPERLOTE 3 Bogota Colombia,4.5953886,-74.1980864
BOSA,CONJUNTO RESIDENCIAL,CL80SUR#78G-85 CAMINOS DE SAN DIEGO 6 Bogota Colombia,4.6111974,-74.20712470000001
BOSA,AGRUPACIÓN,CL56FSUR#93C-51 EL JARDIN Bogota Colombia,4.6338948,-74.1912749
BOSA,CONJUNTO RESIDENCIAL,CL86SUR#77L-49 SAN DIEGO RESERVADO Bogota Colombia,4.6124296,-74.21227449999999
BOSA,CONJUNTO RESIDENCIAL,KR87C#69A-43 SUR RESERVA DE SIENNA II LOTE DOS VIS Bogota Colombia,4.621348100000001,-74.1950026
