Localidad,Tipo de propiedad,Direccion,latitud,longitud
SUBA,EDIFICIO,CL165B#56-33 ARABELLA  Bogota Colombia,4.7482618,-74.0587726
SUBA,CASA,KR54#106B-08 GOPALA Bogota Colombia,4.6959712,-74.0634511
SUBA,CONJUNTO RESIDENCIAL,CL95#71-75 MIRADORES DE PONTEVEDRA ETAPA 1 Bogota Colombia,4.696262,-74.0839925
SUBA,CONJUNTO RESIDENCIAL,KR95A#138-65 BOSQUE CENTRAL DE SUBA Bogota Colombia,4.7380341,-74.0890292
SUBA,CONJUNTO RESIDENCIAL,KR43A#145-87 OLMOS DE LA COLINA 1 Y 2 Bogota Colombia,4.7338776,-74.0567865
SUBA,CONJUNTO RESIDENCIAL,KR54C#147-21 SANTA HELENA DE BAVIERA ETAPA 1  Bogota Colombia,4.73119,-74.0562781
SUBA,CONJUNTO RESIDENCIAL,CL138#54-60 TRIGALES COLINA Bogota Colombia,4.732675,-74.06664479999999
SUBA,CONJUNTO RESIDENCIAL,CL147C#95A-40  MIRADOR DE LA CAMPIÑA 2 Bogota Colombia,4.7441523,-74.08730960000001
SUBA,EDIFICIO,KR53A#116-26 GUATAPURI Bogota Colombia,10.725811,-73.392622
SUBA,CONJUNTO RESIDENCIAL,CL156#92-56 BOSQUES DEL PORTAL Bogota Colombia,4.7526931,-74.08193159999999
SUBA,CONJUNTO RESIDENCIAL,CL131A#53-60 PORTAL DE LA SULTANA Bogota Colombia,4.7191048,-74.0591905
SUBA,CONJUNTO RESIDENCIAL,TV91#137-70 PORTAL DE SUBA PH Bogota Colombia,4.7392036,-74.0872278
SUBA,CENTRO COMERCIAL,CL167A#44-69  PLAZA 167 Bogota Colombia,4.7506043,-74.0616469
SUBA,EDIFICIO,KR55A#134A-85 EL PORTAL DE BOCACOLINA Bogota Colombia,4.7364734,-74.0586137
SUBA,CONJUNTO RESIDENCIAL,TV67#82A-87 ALTORREAL Bogota Colombia,4.5721436,-74.1689789
SUBA,CONJUNTO RESIDENCIAL,KR56A#129B-68CJ PLAZUELA DE IBERIA Bogota Colombia,4.7204137,-74.0649586
SUBA,CONJUNTO RESIDENCIAL,KR111A#148-88 CAPRIANI 2 APARTAMENTOS P H  Bogota Colombia,4.750788099999999,-74.0994786
SUBA,EDIFICIO,CL106B#54-63 SORRENTO Bogota Colombia,4.6959712,-74.0634511
SUBA,EDIFICIO,KR53#104B-48ADAD ALICANTE Bogota Colombia,4.710988599999999,-74.072092
SUBA,CONJUNTO RESIDENCIAL,CL124#57-45 PROVENZA ROYAL Bogota Colombia,4.7072286,-74.0682659
SUBA,CONJUNTO RESIDENCIAL,CL152C#72-87 TECA Bogota Colombia,4.7525463,-74.0914902
SUBA,AGRUPACIÓN DE VIVIENDA,CL152#47-40 URBANIZACION MAZUREN II SECTOR MANZANA 4 Bogota Colombia,4.73883,-74.0660514
SUBA,AGRUPACIÓN DE VIVIENDA,CL167#74-32 TAKALI DE PIEDAMONTE 1ERA ETAPA. Bogota Colombia,4.751619799999999,-74.0676955
SUBA,CENTRO COMERCIAL,CL154#59-15 MULTIDRIVE  Bogota Colombia,4.5670791,-74.0788215
SUBA,AGRUPACIÓN,KR145#144C-52 LOS URAPANES DE ARBOLEDAS DE LA FONTANA Bogota Colombia,4.7542632,-74.1151297
SUBA,CONJUNTO MULTIFAMILIAR,KR58C#129-25 EL RINCON DE LAS VILLAS Bogota Colombia,4.719069999999999,-74.0708358
SUBA,AGRUPACIÓN DE VIVIENDA,CL152#56-72 URBANIZACION MAZUREN MANZANA 20 Bogota Colombia,4.7354548,-74.0533938
SUBA,CONJUNTO RESIDENCIAL,Calle 152b No. 58c - 50  Colinas de Cantabria IV Manzana 8 Bogota Colombia,4.739335800000001,-74.0634488
SUBA,EDIFICIO,CL135#45A-55 SPRING ART Bogota Colombia,4.721247099999999,-74.0531896
SUBA,CONJUNTO RESIDENCIAL,KR104#152-25 PARQUE IMPERIAL II Bogota Colombia,4.7515896,-74.0961616
SUBA,EDIFICIO,TV56#105-05 TORRES DE PERALONSO I Bogota Colombia,4.693819899999999,-74.0646378
SUBA,,CL127A#53A-45 TORRE II CENTRO EMPRESARIAL COLPATRIA PH Bogota Colombia,4.7095169,-74.0624507
SUBA,CONJUNTO RESIDENCIAL,KR91#157-85 ARAGON II Bogota Colombia,4.7058179,-74.1049839
SUBA,EDIFICIO,CL113#55-378 TOLOTA 2 Bogota Colombia,4.6018802,-74.08495359999999
SUBA,EDIFICIO,KR53#123A-24 MAJESTIC Bogota Colombia,4.7053571,-74.0615667
SUBA,EDIFICIO,CL106A#48-35 ACENTO Bogota Colombia,4.6939496,-74.0534586
SUBA,CONJUNTO RESIDENCIAL,CL144#46-41 TARRAGONA Bogota Colombia,4.7266727,-74.0525227
SUBA,AGRUPACIÓN DE VIVIENDA,CL137A#73-30 BOSQUES DE GRATAMIRA II  Bogota Colombia,4.729600599999999,-74.0715127
SUBA,EDIFICIO,KR56A#148-86 COLINA REAL PARQUE RESIDENCIAL Bogota Colombia,4.710988599999999,-74.072092
SUBA,EDIFICIO,DG182#67-90 BONAIRE II Bogota Colombia,4.7589844,-74.0428652
SUBA,CONJUNTO RESIDENCIAL,KR91#99A-34 PUNTA DEL ESTE LOTE 1 Bogota Colombia,4.710988599999999,-74.072092
SUBA,CONJUNTO RESIDENCIAL,KR72#152B-49 TORRES SEVILLA II Bogota Colombia,4.7397484,-74.0655305
SUBA,COPROPIEDAD,KR54#153-75 VINTAGE Bogota Colombia,4.710988599999999,-74.072092
SUBA,AGRUPACIÓN,KR141#142F-41AGCJ CIUDADELA CAFAM Bogota Colombia,4.750007099999999,-74.1139592
SUBA,EDIFICIO MULTIFAMILIAR,KR58#134A-52 ATICOS COLINA NORTE BLOQUE UNO Bogota Colombia,4.7253618,-74.0653763
SUBA,EDIFICIO,KR53#144-15 SAN RAFAEL 144  Bogota Colombia,4.7280583,-74.0557926
SUBA,CONJUNTO RESIDENCIAL,KR38A#125A-75 ATABANZA II Bogota Colombia,4.7084277,-74.05901999999999
SUBA,CONJUNTO RESIDENCIAL,TV119#153-27 BOSQUES DE CAMINO VERDE AGRUPACION 1 Bogota Colombia,4.7594658,-74.10107599999999
SUBA,AGRUPACIÓN DE VIVIENDA,AC145#128-40 TAYAZAL DE SUBA Bogota Colombia,4.7535082,-74.10910179999999
SUBA,EDIFICIO,CL106#56-41 CIENT6 TORRE EMPRESARIAL ETAPA I  Bogota Colombia,4.6942885,-74.0647377
SUBA,EDIFICIO,CL115#58-18 ILARCO 3 Bogota Colombia,4.6986608,-74.0687526
SUBA,EDIFICIO,TV119#145-44 LA FONTANA III Bogota Colombia,4.7288434,-74.1045525
SUBA,EDIFICIO,KR56#161-40 CARMEL RESERVADO II Bogota Colombia,4.7438482,-74.0587871
SUBA,AGRUPACIÓN DE VIVIENDA,KR79C#127C-45 EL BALCON DE LINDARAJA UNIDAD TRES  Bogota Colombia,4.7124051,-74.0811804
SUBA,EDIFICIO,CL118#52B-21 COLPATRIA ALHAMBRA 5Y6 Bogota Colombia,4.7010909,-74.06217889999999
SUBA,CONJUNTO,KR62#165A-88 COLINA CLUB RESIDENCIAL Bogota Colombia,4.7496787,-74.06157329999999
SUBA,CONJUNTO RESIDENCIAL,CL165#54-30 SAN REMO II Bogota Colombia,4.7473712,-74.0584895
SUBA,AGRUPACIÓN DE VIVIENDA,CL127C#78A-47 EL BALCON DE LINDARAJA UNIDAD UNO Bogota Colombia,4.7124051,-74.0811804
SUBA,CASA,KR141A#144C-12 ABADIA DE SUBA SUPERMANZANA 4 Bogota Colombia,4.7535793,-74.11130109999999
SUBA,EDIFICIO,KR68A#100-34 FLORESTA VI TORRES LA FLORESTA Bogota Colombia,4.6898873,-74.07138069999999
SUBA,CONJUNTO RESIDENCIAL,CL160#72-64 QUINTAS DE SANTA MARIA III Bogota Colombia,4.747265899999999,-74.0658339
SUBA,EDIFICIO,KR59#152-49LC301 COMPOSTELA Bogota Colombia,4.5093948,-74.1001374
SUBA,CONJUNTO RESIDENCIAL,KR95A#136-47 EL BOSQUE DE SUBA AGRUPACION 4 Bogota Colombia,4.736233599999999,-74.0892394
SUBA,CONJUNTO RESIDENCIAL,KR59A#136-39 BALCONES DE SEGOVIA Bogota Colombia,4.728597199999999,-74.0684831
SUBA,CONJUNTO RESIDENCIAL,KR90#159A-35AD COLINAS DEL PINAR Bogota Colombia,4.7551024,-74.0761034
SUBA,CONJUNTO RESIDENCIAL,AK127#58-45 127 LIVING Bogota Colombia,4.7105219,-74.07168
SUBA,CONJUNTO RESIDENCIAL,CL128C#45A-41 VALDEPENAS Bogota Colombia,4.710988599999999,-74.072092
SUBA,UNIDAD RESIDENCIAL,KR55A#187-51 SAN PEDRO PLAZA I Bogota Colombia,4.7673304,-74.0492335
SUBA,CENTRO EMPRESARIAL,Calle 98 # 70 - 91 PONTEVEDRA Bogota Colombia,4.6938517,-74.0778819
SUBA,CONJUNTO CERRADO,CL173A#68-51 ARROYUELO Bogota Colombia,4.6721241,-74.05137839999999
SUBA,AGRUPACIÓN DE VIVIENDA,CL160#63A-32 QUINTAS DE SANTA MARIA I Y II Bogota Colombia,4.7456211,-74.0676481
SUBA,EDIFICIO,CL106A#54-81 LOS PORTALES Bogota Colombia,4.601732,-74.093446
SUBA,CONJUNTO RESIDENCIAL,KR54#152-52  ACACIA REAL  Bogota Colombia,4.7368682,-74.0547747
SUBA,CONJUNTO RESIDENCIAL,CL128D#86B-14 VILLA ALCAZAR Bogota Colombia,4.7220561,-74.0855406
SUBA,AGRUPACIÓN DE VIVIENDA,KR55#151-69 URBANIZACION MAZUREN 12 Bogota Colombia,4.7352222,-74.0580817
SUBA,AGRUPACIÓN,AK72#238-44 EL MANGLE Bogota Colombia,4.6305294,-74.1379453
SUBA,CONJUNTO RESIDENCIAL,KR61#171-41 CAMINOS DE SAN JOSE Bogota Colombia,4.7561119,-74.0591379
SUBA,EDIFICIO,KR106#54-89 EDIFICIO BERMELLON PROPIEDAD HORIZONTAL Bogota Colombia,4.710988599999999,-74.072092
SUBA,EDIFICIO,CL106#49B-05 TEMIS Bogota Colombia,4.6437873,-74.12043419999999
SUBA,EDIFICIO,CL150#50-30ED SAMOA Bogota Colombia,4.710988599999999,-74.072092
SUBA,CONJUNTO RESIDENCIAL,DG151B#136A-75 VILLAS DE HATO CHICO II Bogota Colombia,4.7575411,-74.10679619999999
SUBA,EDIFICIO MULTIFAMILIAR,CL104B#54-26 TORRES DEL CERRITO Bogota Colombia,4.6939519,-74.0637417
SUBA,EDIFICIO,KR46#123-46 BALCONES DE ANDALUCIA Bogota Colombia,4.704466399999999,-74.05583759999999
SUBA,PROYECTO,KR80#150-31 TORRELADERA CASAS BOSQUE RESERVADO Bogota Colombia,4.742482400000001,-74.0747769
SUBA,CONJUNTO RESIDENCIAL,DG151#145-53 QUINTAS DE SANTA RITA II Bogota Colombia,4.7561406,-74.1158691
SUBA,CONJUNTO RESIDENCIAL,CL130#53D-27CJ TORRES DE MONTEIBERIA Bogota Colombia,4.7182212,-74.0614827
SUBA,CONJUNTO RESIDENCIAL,CL119A#57-97 LAGOS DE CORDOBA ETAPA 1 Bogota Colombia,4.704994,-74.0695636
SUBA,AGRUPACIÓN,KR61#238B-50 LAS FUCSIAS DE SAN SIMON  Bogota Colombia,4.710988599999999,-74.072092
SUBA,CONJUNTO,CL152#72-85 PALOS VERDES MONTANAR PRIMERA ETAPA Bogota Colombia,4.7398304,-74.0687605
SUBA,CONJUNTO RESIDENCIAL,TV119#146A-40 LAS FLORES LOTE 1 Bogota Colombia,4.744034,-74.0997703
SUBA,CASA,CL142C#142-51 CIUDADELA CAFAM II AGRUPACION 9 Bogota Colombia,4.7474503,-74.1035076
SUBA,EDIFICIO,KR56#169A-35 SYRAH PH Bogota Colombia,4.7524973,-74.05697409999999
SUBA,CONJUNTO RESIDENCIAL,CL138#72-30 ALMERIA DE SAN LUIS  Bogota Colombia,4.7300794,-74.069272
SUBA,CONJUNTO RESIDENCIAL,KR56#152B-60 VERSALLES RESERVADO PH Bogota Colombia,4.7385495,-74.05963849999999
SUBA,CONJUNTO RESIDENCIAL,KR88ABisB#128B-54 YOPASA Bogota Colombia,4.6771353,-74.0515653
SUBA,AGRUPACIÓN DE VIVIENDA,CL127C#78A-32 EL BALCON DE LINDARAJA UNIDAD DOS Bogota Colombia,4.7124051,-74.0811804
SUBA,EDIFICIO,CL137#50-43 SPRING Bogota Colombia,4.6479126,-74.1015074
SUBA,EDIFICIO,KR52A#123-61 LOS FRAYLES Bogota Colombia,4.6092463,-74.1042341
SUBA,CONJUNTO RESIDENCIAL,KR84A#145-91 ARREBOLES PRIMERA ETAPA Bogota Colombia,4.709119,-74.0935856
SUBA,CONJUNTO RESIDENCIAL Y COMERCIAL,CL151C#107-10 PARQUE IMPERIAL Bogota Colombia,4.752373599999999,-74.09522869999999
SUBA,EDIFICIO,KR53#103B-42 OFICINAS GRUPO 7 TORRE II  Bogota Colombia,4.694495,-74.0653075
SUBA,EDIFICIO,KR54#128C-74 JERICO VI  Bogota Colombia,4.6879256,-74.157026
SUBA,CONJUNTO RESIDENCIAL,KR46#138-93 PLAZUELA DE MORETTO Bogota Colombia,4.72926,-74.0575863
SUBA,CONJUNTO RESIDENCIAL,CL146#138A-04 RESERVA FONTANAR Bogota Colombia,4.7573804,-74.1092276
SUBA,AGRUPACIÓN DE VIVIENDA,KR58C#145-70 LOS CAMINOS DE SAN LORENZO Bogota Colombia,4.7309846,-74.0650497
SUBA,CONJUNTO RESIDENCIAL,CL146C#94C-21 MOLINOS DE LA CAMPINA Bogota Colombia,4.7410605,-74.0868452
SUBA,CONJUNTO RESIDENCIAL,CL168#65-37 PRADOS DE LA SABANA I ETAPA PARQUE RESIDENCIAL Bogota Colombia,4.7521546,-74.0622352
SUBA,EDIFICIO,KR54#105-45AD EL MUROIS Bogota Colombia,4.710988599999999,-74.072092
SUBA,,KR50#104B-11 JHAMFLOP Bogota Colombia,4.6795916,-74.1437414
SUBA,EDIFICIO,CL91#147C-19 ALTOS DE SAN ROQUE  Bogota Colombia,4.7434527,-74.0837763
SUBA,EDIFICIO,CL153#103B-76 PINAR PLAZA  Bogota Colombia,4.754432899999999,-74.0915713
SUBA,EDIFICIO,CL127A#71B-89 MIRADOR DEL PARQUE  Bogota Colombia,4.7098929,-74.0614957
SUBA,EDIFICIO,CL151A#45-66 RIVIERA NORTE 1 Bogota Colombia,4.7341226,-74.0509713
SUBA,CONJUNTO RESIDENCIAL,CL163B#50-32 ESTANCIA Bogota Colombia,4.595429200000001,-74.1753734
SUBA,EDIFICIO,CL126#47-25 SAN MIGUEL DE ASTURIAS Bogota Colombia,4.663027,-74.0784785
SUBA,AGRUPACIÓN,CL128B#72-35 ANTIGUA HELVETIA Bogota Colombia,4.7204041,-74.0786077
SUBA,CONJUNTO CERRADO,CL150A#100-25 LA CAMPINA DEL REFOUS I Bogota Colombia,4.7467811,-74.0904095
SUBA,EDIFICIO,KR50#121-35 TERRAZAS 1 Bogota Colombia,4.7348079,-74.0792127
SUBA,CONJUNTO RESIDENCIAL,KR86#146-61 SUASIA Bogota Colombia,4.7389096,-74.0814714
SUBA,EDIFICIO,KR49#165-73ED PALAU 165 Bogota Colombia,4.7472108,-74.0502368
SUBA,CONJUNTO RESIDENCIAL,CL57A#131A-14 IBERIA 14 Bogota Colombia,4.7239972,-74.0721138
SUBA,AGRUPACIÓN DE VIVIENDA,CL136#59-43 PRADOS DE LA COLINA I Bogota Colombia,4.727011,-74.0695756
SUBA,CONJUNTO RESIDENCIAL,KR56#145-51 COLINAS DE SANTA PAULA Bogota Colombia,4.7310418,-74.06104979999999
SUBA,EDIFICIO,KR59A#136-25 MONTERREY Bogota Colombia,4.6465142,-74.14675059999999
SUBA,CONJUNTO RESIDENCIAL,KR136A#145-30 PLAZUELAS DE SAN MARTIN III Bogota Colombia,4.7542802,-74.10944839999999
SUBA,EDIFICIO,CL134D#49-35 BALU Bogota Colombia,4.7213669,-74.0550818
SUBA,AGRUPACIÓN MULTIFAMILIAR,CL135#45A-44 ALCALA 135 Bogota Colombia,4.7213442,-74.052956
SUBA,CONJUNTO RESIDENCIAL,KR54C#143A-90 BARCELONA  Bogota Colombia,4.7321903,-74.0574192
SUBA,CONJUNTO RESIDENCIAL,KR102B#148-31 VALLE PATRICIA 1 ETAPA PROPIEDAD HORIZONTAL Bogota Colombia,4.7474741,-74.0920944
SUBA,CONJUNTO,CL182#45-24 ALAMEDA DE SANTAFE Bogota Colombia,4.7600412,-74.0470972
SUBA,CONJUNTO RESIDENCIAL,KR114#146A-35 LAS FLORES LOTE 4 Bogota Colombia,4.7510841,-74.102116
SUBA,CONJUNTO RESIDENCIAL,TV119#147B-10 LAS FLORES II Bogota Colombia,4.744034,-74.0997703
SUBA,CONJUNTO RESIDENCIAL,CL95#71-11 PARQUE CENTRAL PONTEVEDRA TERCERA E Bogota Colombia,4.6952797,-74.08309539999999
SUBA,CONJUNTO RESIDENCIAL,KR68#175-66 ARRAYANES Bogota Colombia,4.7633236,-74.05927249999999
SUBA,EDIFICIO,CL113#55-49 DORALIA Bogota Colombia,4.6959412,-74.0478599
SUBA,EDIFICIO MULTIFAMILIAR, Carrera 71 # 97 - 57 PORTAL PIJAO Bogota Colombia,4.6957384,-74.0800697
SUBA,AGRUPACIÓN DE VIVIENDA,KR92#159-05 LA ESMERALDA Bogota Colombia,4.7555855,-74.07989429999999
SUBA,AGRUPACIÓN,KR77#239-45 DURAZNILLO Y PIMIENTO Bogota Colombia,4.6847047,-74.0600883
SUBA,EDIFICIO,TV60#103B-60 ITALIA Bogota Colombia,4.710988599999999,-74.072092
SUBA,CONJUNTO RESIDENCIAL,CL182#50C-45 ATICOS DE LA SABANA II Bogota Colombia,4.7598981,-74.0479166
SUBA,CONJUNTO CASAS,CL173#70-20 PORTALES DE SAN JOSE III Bogota Colombia,4.761350999999999,-74.0639447
SUBA,CONJUNTO RESIDENCIAL,KR102B#151-15 YAKALI Bogota Colombia,4.7499023,-74.0913339
SUBA,CASA,KR47#151-16 RIVIERA NORTE 3 Bogota Colombia,4.7341226,-74.0509713
SUBA,CONJUNTO RESIDENCIAL,CL160#60-07 VAN GOGH Bogota Colombia,4.7427312,-74.0587347
SUBA,CONJUNTO RESIDENCIAL,CL163#51-15  SENDEROS DEL CARMEL Bogota Colombia,4.7428173,-74.0544827
SUBA,EDIFICIO,CL150A#53A-13ED1AP20 SUASIA III  Bogota Colombia,4.7389096,-74.0814714
SUBA,AGRUPACIÓN DE VIVIENDA,KR67#180-87 SAN JOSE DE COVADONGA Bogota Colombia,4.7250007,-74.0737058
SUBA,CONJUNTO RESIDENCIAL,AC145#76-86AD CALATAYUD ETAPA I Bogota Colombia,4.7340713,-74.0784454
SUBA,EDIFICIO,CL152C#103B-40 ARCADAS DE TURINGIA Bogota Colombia,4.752865799999999,-74.0918244
SUBA,EDIFICIO,KR58C#136A-58 COLINA CAMPESTRE 6 Bogota Colombia,4.727502299999999,-74.0667058
SUBA,AGRUPACIÓN DE VIVIENDA,CL168#62-10 PORTALES DEL NORTE II 9 Bogota Colombia,4.7546137,-74.0618464
SUBA,CONJUNTO RESIDENCIAL,KR141A#144C-12CJRESIDENCIALABADIADESUBASUPERMANZANA4 ABADIA DE SUBA SUERMANZANA 4 Bogota Colombia,4.7535793,-74.11130109999999
SUBA,CONJUNTO RESIDENCIAL,KR62#169A-51 VILLA JULIA Bogota Colombia,4.7537755,-74.05984649999999
SUBA,UNIDAD RESIDENCIAL CERRADA,CL127DBis#72-32 CONJUNTO RESIDENCIAL LA HERRADURA Bogota Colombia,4.5891263,-74.127487
SUBA,EDIFICIO,TV60#115-58  CENTRO ILARCO PH Bogota Colombia,4.6990885,-74.0693934
SUBA,EDIFICIO,KR29#124-24 CAFETO Bogota Colombia,4.6229832,-74.0805718
SUBA,CONJUNTO RESIDENCIAL,KR91#157-82 ARAGON I Bogota Colombia,4.7058179,-74.1049839
SUBA,CONJUNTO RESIDENCIAL,AC127#87-51 GALLERY LAGARTOS Bogota Colombia,4.713519199999999,-74.0887529
SUBA,EDIFICIO,KR50#100-62 PASADENA 100 Bogota Colombia,4.6884748,-74.06159490000002
SUBA,EDIFICIO,TV55#108-15 MULTIFAMILIAR GUADALCAZAR I Bogota Colombia,4.6861836,-74.0639208
SUBA,EDIFICIO,KR51#102A-21 NENCATACOA Bogota Colombia,4.6900273,-74.06217389999999
SUBA,CONJUNTO RESIDENCIAL,CL151B#102B-90 PARQUES DE TURINGIA Bogota Colombia,4.750356399999999,-74.09183139999999
SUBA,AGRUPACIÓN MULTIFAMILIAR,CL119#72B-60 COLINA LINDA Bogota Colombia,4.7016911,-74.0588431
SUBA,CONJUNTO RESIDENCIAL,AC145#76-86TOETII CALATAYUD ETAPA II Bogota Colombia,4.7330964,-74.0756233
SUBA,CONJUNTO RESIDENCIAL,AC145#76-86TOETIII CALATAYUD ETAPA III Bogota Colombia,4.7330964,-74.0756233
SUBA,CONJUNTO RESIDENCIAL,AC145#76-86CAETIV CALATAYUD ETAPA IV Bogota Colombia,4.7340713,-74.0784454
SUBA,EDIFICIO,CL118#53A-33 SAN FELIPE DE ALGECIRAS Bogota Colombia,4.7013918,-74.06338
SUBA,AGRUPACIÓN DE VIVIENDA,KR67#180-30 LOS URAPANES Bogota Colombia,4.7183743,-74.116902
SUBA,CONJUNTO,KR73B#146F-50 LIMONAR PARQUE RESIDENCIAL Bogota Colombia,4.738801899999999,-74.07029059999999
SUBA,CONJUNTO RESIDENCIAL,KR46#187-60 MIRANDELA AGRUPACION 2 Bogota Colombia,4.7652287,-74.0454693
SUBA,CONJUNTO RESIDENCIAL,KR102#154-31 PRADOS DE SUBA SUPERLOTE 2 ETAPA 3 Bogota Colombia,4.7557613,-74.089182
SUBA,AGRUPACIÓN DE VIVIENDA,KR121C#129D-24 JARDINES DE TIBABUYES Bogota Colombia,4.7338534,-74.1061677
SUBA,CONJUNTO RESIDENCIAL,CL162#54-95 BRISAS DE SOTAVENTO SUPER MANZANA 2 Bogota Colombia,4.744587699999999,-74.0566194
SUBA,CONJUNTO RESIDENCIAL,AK49#165-57 LA ESTANCIA V Bogota Colombia,4.7477305,-74.0522199
SUBA,CONJUNTO,KR76#181-20 QUINTAS DE SAN JOSE III Bogota Colombia,4.764953,-74.0648185
SUBA,CONJUNTO RESIDENCIAL,CL157A#95-07 TORRES DE COIMBRA Bogota Colombia,4.754842,-74.0818224
SUBA,CONJUNTO RESIDENCIAL,CL169B#75-73 DEL MONTE 3 Bogota Colombia,4.75611,-74.0699295
SUBA,EDIFICIO,CL149#50-73 VICTORIA Bogota Colombia,4.7488846,-74.0949406
SUBA,AGRUPACIÓN,KR80#175-59 CHALETS BAVAROS  Bogota Colombia,4.710988599999999,-74.072092
SUBA,EDIFICIO,TV60#96-26 BAHIA Bogota Colombia,4.6897164,-74.0712953
SUBA,CONJUNTO RESIDENCIAL,CL133A#41A-17 CONDADO IBERIA II Bogota Colombia,4.6282153,-74.0598853
SUBA,CONJUNTO RESIDENCIAL,CL151#109A-83 DIMONTI APARTAMENTOS PROPIEDAD HORIZONTAL Bogota Colombia,4.7518486,-74.09745769999999
SUBA,EDIFICIO,CL134A#53-30 COLINA SAN RAFAEL Bogota Colombia,4.7208728,-74.0583767
SUBA,EDIFICIO,KR51#103-24  PORTAL 51 Bogota Colombia,4.6919328,-74.06178419999999
SUBA,EDIFICIO,KR59#152-25 COLINA CENTRO EMPRESARIAL Bogota Colombia,4.738224,-74.0654495
SUBA,EDIFICIO,CL106#37-09 SAUCE 1 Bogota Colombia,4.6947244,-74.06229019999999
SUBA,EDIFICIO,CL148#99-02 ALTAGRACIA PROPIEDAD HORIZONTAL Bogota Colombia,4.745667699999999,-74.0891158
SUBA,EDIFICIO,KR81#127A-66 MONTE ROJO Bogota Colombia,4.7112602,-74.08241269999999
SUBA,CONJUNTO RESIDENCIAL,KR55C#161A-67 RINCON SOTAVENTO Bogota Colombia,4.744552,-74.0582972
SUBA,CONJUNTO RESIDENCIAL,CL148#107-50 IMPERIAL RESERVADO Bogota Colombia,4.749722,-74.0977765
SUBA,CONJUNTO RESIDENCIAL,AC116#55C-40 BORA BORA PH Bogota Colombia,4.710988599999999,-74.072092
SUBA,CONJUNTO RESIDENCIAL,KR72B#121-80 RESERVA DE LOS LAGOS Bogota Colombia,4.7101866,-74.080895
SUBA,CONJUNTO RESIDENCIAL,CL152B#56-10 CASSATT Bogota Colombia,4.738713199999999,-74.0601275
SUBA,EDIFICIO,KR50#106-17 PORTAL 50.2  Bogota Colombia,4.694685799999999,-74.0605039
SUBA,EDIFICIO,CL167#58-55 MONTERREY Bogota Colombia,4.7494507,-74.0570338
SUBA,CENTRO COMERCIAL,AC134#55-30 PASEO SAN RAFAEL Bogota Colombia,4.7231045,-74.06219469999999
SUBA,EDIFICIO,TV35#125-18 MILANO Bogota Colombia,4.5673524,-74.1586956
SUBA,CONJUNTO RESIDENCIAL,CL160#73-47 MONET Bogota Colombia,4.7427312,-74.0587347
SUBA,EDIFICIO,KR49B#104A-36 PINARES DE LA 104 Bogota Colombia,4.710988599999999,-74.072092
SUBA,EDIFICIO,KR46#123-129 SAN FELIPE  Bogota Colombia,4.6645411,-74.0630587
SUBA,AGRUPACIÓN DE VIVIENDA,CL152#45-95 MAZUREN 2 Bogota Colombia,4.7378452,-74.05732379999999
SUBA,CONJUNTO RESIDENCIAL,CL152B#59-17 JARDINES DE LA COLINA PRIMERAETAPA  Bogota Colombia,4.7393521,-74.0647549
SUBA,CONJUNTO RESIDENCIAL,KR72B#120-40ADCJ RINCON DE LOS LAGARTOS Bogota Colombia,4.7089914,-74.0823298
SUBA,EDIFICIO DE VIVIENDA,KR61#100-15  COIMBRA Bogota Colombia,4.6900183,-74.0664778
SUBA,CONJUNTO RESIDENCIAL,CL152#72-40 GRATAMIRA CAMPESTRE 3 Bogota Colombia,4.739068899999999,-74.0670933
SUBA,CONJUNTO RESIDENCIAL,CL164#54A-24 NUEVO MILENIO Bogota Colombia,4.7452882,-74.0470933
SUBA,CONJUNTO RESIDENCIAL,KR74#160-83 COLINA DE SAN FERNANDO Bogota Colombia,4.696864,-74.091569
SUBA,CONJUNTO RESIDENCIAL,KR111A#152G-15 FONTANA GRANDE PRIMERA ETAPA Bogota Colombia,4.7491376,-74.1005706
SUBA,EDIFICIO,KR48#122-31 PARAISO III Bogota Colombia,4.6270505,-74.0549772
SUBA,CONJUNTO RESIDENCIAL,CL145#46-13 Conquistador Bogota Colombia,4.7267921,-74.046901
SUBA,CONJUNTO,CL167#73-45 LA FAMILIA Bogota Colombia,4.7495107,-74.0576463
SUBA,CONJUNTO RESIDENCIAL,CL188#57-54 VILLA DEL NORTE II Bogota Colombia,4.7686489,-74.05148849999999
SUBA,EDIFICIO,KR49#122-59 MONICA 122 Bogota Colombia,4.6922957,-74.1523423
SUBA,CONJUNTO RESIDENCIAL,KR72A#120-54 MIRADOR DEL PUERTO 2  Bogota Colombia,4.7074864,-74.0820579
SUBA,EDIFICIO,KR103B#152C-12 ALGECIRAS II Bogota Colombia,4.752481599999999,-74.0912584
SUBA,CONJUNTO RESIDENCIAL,CL169#45A-96 BALCONES DE AMBALO PH Bogota Colombia,4.750662699999999,-74.0485377
SUBA,CONJUNTO RESIDENCIAL,CL148#97-40 MIRADORES DE SUBA Bogota Colombia,4.6932773,-74.0796828
SUBA,CONJUNTO RESIDENCIAL,CL163#54C-85 QUINTAS DE SOTAVENTO Bogota Colombia,4.745910500000001,-74.05584
SUBA,CONJUNTO RESIDENCIAL,CL94#72A-96AD CONJUNTO RESIDENCIAL CABOPINO Bogota Colombia,4.710988599999999,-74.072092
