DESC. CIIU1;Direccion
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 25 # 14 -  28 Barrio SAN FRANCISCO Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 61 # 16 -  21 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;CL 32   32   106 Piso 3 Barrio MEJORAS PUBLICAS Bucaramanga SANTANDER Colombia
Actividades De Otros Servicios De Comidas;Calle 22N # 17A -  32 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 36 # 51 -  79 Piso 2 Barrio CABECERA Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 33 # 31 -  125 Barrio LA AURORA Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 16 # 41 -  49 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 13 # 20 -  13 Barrio GAITAN Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 32 # 14 -  36 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 21 # 55 -  35 Barrio CONCORDIA Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 49 # 29 -  08 Barrio SOTOMAYOR Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 53 # 17A -  53 Barrio RICAURTE Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 1 # 19C -  18 Barrio TRANSICION Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 22 # 10 -  65 Barrio GRANADA Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 11 # 27 -  20 Local 4 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 34 # 48 -  53 Barrio CABECERA DEL LLANO Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 17C # 59 -  39 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle 94 # 14A IMPAR 17 Casa 8 Local 1 Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 35A # 46 -  84 Barrio CABECERA DEL LLANO Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 9 # 35 -  84 Barrio ALFONSO LOPEZ Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 3 # 44 -  102 Sector LA PLAYA Barrio CAFE MADRID Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Calle PRINCIPAL Casa 31 Barrio GALAN Bucaramanga SANTANDER Colombia
Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento;Carrera 9 # 35N -  113 Barrio CAFE MADRID Bucaramanga SANTANDER Colombia
